country,target_iso3,analysis_scope,n_mentions,n_speeches,n_speakers,first_year,last_year,mean_concreteness,mean_sentiment
FRA,PRT,reciprocal_asymmetry_candidate,11,10,10,2018,2020,3.210090909090909,2.0743636868216773
SWE,BIH,reciprocal_asymmetry_candidate,11,11,8,2015,2022,3.2449090909090903,1.8711818036707966
TUR,BEL,reciprocal_asymmetry_candidate,11,10,9,2015,2022,3.2653636363636362,2.0136363635008987
LVA,FIN,reciprocal_asymmetry_candidate,11,8,6,2015,2022,3.298090909090909,1.9892727136611938
LVA,TUR,reciprocal_asymmetry_candidate,11,9,8,2015,2022,3.2424545454545455,1.9514545500278473
ITA,BEL,reciprocal_asymmetry_candidate,11,10,10,2013,2020,3.2241818181818185,1.3284545554356142
ITA,NOR,reciprocal_asymmetry_candidate,10,10,8,2014,2020,3.2628,1.8902000159025192
SRB,CZE,reciprocal_asymmetry_candidate,10,8,5,2016,2021,3.2942,1.6996000054292382
ISL,NLD,reciprocal_asymmetry_candidate,10,9,7,2015,2021,3.226,1.9290999919176102
NOR,BEL,reciprocal_asymmetry_candidate,10,8,7,2016,2019,3.2634,0.99319998472929
FIN,ISL,reciprocal_asymmetry_candidate,10,8,8,2016,2021,3.2237999999999998,2.317900013923645
SWE,CZE,reciprocal_asymmetry_candidate,10,10,9,2016,2021,3.2594000000000003,0.8333000004291534
ISL,BEL,reciprocal_asymmetry_candidate,10,10,7,2015,2022,3.1985,1.5117000043392181
ESP,SWE,reciprocal_asymmetry_candidate,10,9,9,2015,2022,3.2268,1.7871000008657574
POL,SVN,reciprocal_asymmetry_candidate,10,10,9,2016,2022,3.2712000000000003,2.850300019979477
BEL,EST,reciprocal_asymmetry_candidate,10,8,5,2017,2022,3.2037,2.882599985599518
BIH,SWE,reciprocal_asymmetry_candidate,10,7,7,2015,2020,3.2258000000000004,1.971000011265278
BIH,AUT,reciprocal_asymmetry_candidate,10,8,8,2016,2020,3.2531,2.188799984753132
SRB,SWE,reciprocal_asymmetry_candidate,10,9,5,2015,2021,3.2428,2.088500027358532
POL,HRV,reciprocal_asymmetry_candidate,10,10,10,2016,2022,3.2494,2.472599995136261
BGR,SWE,reciprocal_asymmetry_candidate,10,9,9,2015,2018,3.2044000000000006,2.354000014811754
PRT,SWE,reciprocal_asymmetry_candidate,10,8,6,2016,2022,3.1937,2.016499970853329
ESP,BIH,reciprocal_asymmetry_candidate,9,8,5,2017,2022,3.2133333333333334,2.0113333430555134
CZE,BIH,reciprocal_asymmetry_candidate,9,9,9,2015,2022,3.273,2.0155555407206216
AUT,NOR,reciprocal_asymmetry_candidate,9,7,7,2015,2021,3.257111111111111,2.2211111138264337
HRV,ISL,reciprocal_asymmetry_candidate,9,6,4,2018,2019,3.258888888888889,2.5219999959485397
UKR,ITA,reciprocal_asymmetry_candidate,9,6,6,2015,2019,3.2520000000000002,0.8174444221787982
FRA,CZE,reciprocal_asymmetry_candidate,9,9,7,2017,2022,3.215333333333333,1.4265555726985137
CZE,FIN,reciprocal_asymmetry_candidate,9,8,7,2015,2022,3.2254444444444443,2.949000031195788
SWE,BEL,reciprocal_asymmetry_candidate,9,9,8,2016,2021,3.2110000000000003,1.7062221997314029
NLD,BIH,reciprocal_asymmetry_candidate,9,8,7,2015,2021,3.327,2.5976666935409107
BIH,SVN,reciprocal_asymmetry_candidate,9,9,8,2017,2021,3.238555555555555,0.8268888743801249
POL,BEL,reciprocal_asymmetry_candidate,9,9,9,2015,2021,3.244,1.6146666606267293
SRB,ITA,reciprocal_asymmetry_candidate,9,9,7,2018,2021,3.250888888888889,1.4669999972813659
SRB,POL,reciprocal_asymmetry_candidate,8,8,5,2016,2019,3.22,2.6246249862015247
ITA,SRB,reciprocal_asymmetry_candidate,8,7,7,2015,2020,3.242125,1.2112499962095171
BGR,CZE,reciprocal_asymmetry_candidate,8,8,7,2015,2022,3.28575,1.3226249765139073
ITA,HRV,reciprocal_asymmetry_candidate,8,5,5,2015,2017,3.235875,1.2022500094026327
PRT,NLD,reciprocal_asymmetry_candidate,8,8,8,2015,2022,3.16175,1.5268749929964542
LVA,NOR,reciprocal_asymmetry_candidate,8,5,5,2015,2021,3.2485,1.5411249995231628
FRA,AUT,reciprocal_asymmetry_candidate,8,8,8,2017,2020,3.2424999999999997,1.4343749973922968
ESP,BEL,reciprocal_asymmetry_candidate,8,7,5,2016,2022,3.232125,1.2517500007525086
ISL,PRT,reciprocal_asymmetry_candidate,8,8,5,2018,2022,3.26625,1.9546250030398369
ITA,BIH,reciprocal_asymmetry_candidate,8,5,4,2014,2020,3.223875,2.5156249832361937
SRB,UKR,reciprocal_asymmetry_candidate,8,6,6,2015,2021,3.251875,0.6827500262588728
GRC,CZE,reciprocal_asymmetry_candidate,8,5,4,2015,2021,3.316,1.4172499738633633
FIN,PRT,reciprocal_asymmetry_candidate,7,6,6,2016,2018,3.1791428571428573,2.064571400838239
BIH,HUN,reciprocal_asymmetry_candidate,7,6,4,2015,2021,3.2302857142857144,1.2788571502481187
SVN,PRT,reciprocal_asymmetry_candidate,7,5,5,2015,2018,3.244285714285714,2.1137142862592424
SRB,NOR,reciprocal_asymmetry_candidate,7,4,4,2018,2021,3.262857142857143,3.3014285564422607
ITA,BGR,reciprocal_asymmetry_candidate,7,7,7,2014,2021,3.2088571428571426,1.8362857124635152
HRV,BEL,reciprocal_asymmetry_candidate,7,7,7,2015,2022,3.2435714285714283,2.7978571323411807
BIH,BGR,reciprocal_asymmetry_candidate,7,6,5,2018,2021,3.2194285714285718,1.0511428724442209
BGR,EST,reciprocal_asymmetry_candidate,7,5,4,2015,2019,3.2085714285714286,2.5367142600672588
BGR,HRV,reciprocal_asymmetry_candidate,7,6,6,2016,2019,3.2078571428571427,2.4554285407066345
FRA,BGR,reciprocal_asymmetry_candidate,7,7,6,2017,2022,3.224857142857143,0.9017142851703933
LVA,CZE,reciprocal_asymmetry_candidate,7,7,6,2015,2022,3.2712857142857144,1.369285719868328
ISL,SRB,reciprocal_asymmetry_candidate,6,4,4,2015,2022,3.1993333333333336,2.381166716416677
LVA,HUN,reciprocal_asymmetry_candidate,6,6,5,2015,2021,3.216333333333333,1.370499995847543
HUN,EST,reciprocal_asymmetry_candidate,6,6,4,2017,2021,3.2575,1.7353333284457524
SWE,SRB,reciprocal_asymmetry_candidate,6,6,4,2015,2022,3.2556666666666665,0.24683333560824394
ISL,HRV,reciprocal_asymmetry_candidate,6,5,5,2015,2022,3.2675,2.4411667386690774
FRA,LVA,reciprocal_asymmetry_candidate,6,6,5,2021,2022,3.232333333333333,2.0101666351159415
LVA,ESP,reciprocal_asymmetry_candidate,6,6,4,2015,2021,3.2443333333333335,2.8123333851496377
AUT,FIN,reciprocal_asymmetry_candidate,6,5,5,2015,2022,3.2403333333333335,2.8711666663487754
HUN,NOR,reciprocal_asymmetry_candidate,6,6,6,2015,2020,3.1843333333333335,1.8675000071525574
AUT,ISL,reciprocal_asymmetry_candidate,6,5,5,2015,2022,3.2535000000000003,4.01883339881897
ITA,PRT,reciprocal_asymmetry_candidate,6,6,6,2014,2021,3.191333333333333,1.5895000050465267
ISL,AUT,reciprocal_asymmetry_candidate,6,6,6,2015,2021,3.262333333333333,1.7684999778866768
AUT,LVA,reciprocal_asymmetry_candidate,6,4,3,2016,2022,3.283,2.7136666302879653
LVA,PRT,reciprocal_asymmetry_candidate,6,4,4,2018,2022,3.216666666666667,3.334166705608368
SVN,EST,reciprocal_asymmetry_candidate,6,5,5,2015,2018,3.2488333333333332,2.3858333826065063
FIN,CZE,reciprocal_asymmetry_candidate,5,5,4,2015,2018,3.279,1.864799976348877
LVA,HRV,reciprocal_asymmetry_candidate,5,2,2,2018,2022,3.274,2.3570000074803827
SVN,NOR,reciprocal_asymmetry_candidate,5,5,5,2015,2019,3.2366,2.779800009727478
SWE,ISL,reciprocal_asymmetry_candidate,5,5,4,2016,2020,3.2497999999999996,2.0110000133514405
GRC,LVA,reciprocal_asymmetry_candidate,5,4,3,2015,2021,3.3933999999999997,1.8837999776005745
CZE,LVA,reciprocal_asymmetry_candidate,5,5,5,2016,2022,3.2054,2.499800033122301
BGR,BEL,reciprocal_asymmetry_candidate,5,5,5,2015,2021,3.2114,1.0938000470399856
UKR,PRT,reciprocal_asymmetry_candidate,5,1,1,2022,2022,3.3006,1.4814000070095061
CZE,EST,reciprocal_asymmetry_candidate,5,5,5,2016,2022,3.22,3.2936000347137453
BGR,PRT,reciprocal_asymmetry_candidate,5,4,3,2016,2020,3.2382,2.954200029373169
SWE,LVA,reciprocal_asymmetry_candidate,5,5,4,2015,2022,3.2161999999999997,2.177400028705597
BIH,NOR,reciprocal_asymmetry_candidate,5,4,4,2018,2021,3.1824000000000003,3.007799983024597
AUT,PRT,reciprocal_asymmetry_candidate,5,4,4,2016,2020,3.2842,2.907800003886223
LVA,BEL,reciprocal_asymmetry_candidate,5,5,4,2017,2019,3.2782000000000004,1.219199995417148
FIN,LVA,reciprocal_asymmetry_candidate,5,5,5,2016,2021,3.2350000000000003,1.5247999891638755
NOR,HRV,reciprocal_asymmetry_candidate,4,3,3,2016,2020,3.3577500000000002,0.6747499788179994
UKR,LVA,reciprocal_asymmetry_candidate,4,3,3,2015,2021,3.26075,3.3424999713897705
UKR,TUR,reciprocal_asymmetry_candidate,4,4,4,2016,2021,3.22275,1.1920000277459621
ISL,SVN,reciprocal_asymmetry_candidate,4,2,2,2016,2019,3.2969999999999997,2.854000061750412
SRB,BEL,reciprocal_asymmetry_candidate,4,3,3,2015,2021,3.25525,1.334500016644597
HRV,LVA,reciprocal_asymmetry_candidate,4,3,3,2017,2021,3.222,2.044999998062849
BIH,CZE,reciprocal_asymmetry_candidate,4,4,3,2020,2021,3.23575,3.706249952316284
PRT,SRB,reciprocal_asymmetry_candidate,4,3,3,2017,2022,3.23775,0.06474999757483602
POL,FIN,reciprocal_asymmetry_candidate,4,4,4,2016,2022,3.2502500000000003,2.6340000480413437
SRB,ISL,reciprocal_asymmetry_candidate,4,4,4,2017,2021,3.20325,2.8060000259429216
UKR,CZE,reciprocal_asymmetry_candidate,4,4,4,2015,2022,3.2865,2.6392500400543213
SRB,NLD,reciprocal_asymmetry_candidate,4,4,4,2019,2021,3.23075,0.547499991953373
PRT,SVN,reciprocal_asymmetry_candidate,4,2,2,2016,2021,3.2022500000000003,1.0527500063180923
ESP,FIN,reciprocal_asymmetry_candidate,4,4,4,2016,2022,3.20525,1.1477500130422413
ITA,CZE,reciprocal_asymmetry_candidate,4,3,3,2017,2017,3.20375,0.3514999859035015
GRC,EST,reciprocal_asymmetry_candidate,4,3,3,2017,2021,3.447,2.766499988734722
BIH,ITA,reciprocal_asymmetry_candidate,4,4,4,2015,2019,3.2075,1.2879999615252018
UKR,HUN,reciprocal_asymmetry_candidate,4,4,4,2015,2021,3.25175,2.055249974131584
SWE,PRT,reciprocal_asymmetry_candidate,4,4,4,2016,2021,3.24225,2.518499981611967
PRT,BGR,reciprocal_asymmetry_candidate,4,4,4,2016,2021,3.19,0.36024999618530273
FRA,NOR,reciprocal_asymmetry_candidate,4,3,3,2017,2021,3.2375,1.0967499762773514
NOR,PRT,reciprocal_asymmetry_candidate,4,4,4,2015,2020,3.20125,1.8267499804496765
ESP,BGR,reciprocal_asymmetry_candidate,4,4,4,2015,2016,3.17175,0.22874999698251486
BGR,LVA,reciprocal_asymmetry_candidate,3,3,3,2016,2021,3.207333333333333,1.0436666707197826
ESP,NOR,reciprocal_asymmetry_candidate,3,3,3,2015,2020,3.2253333333333334,1.5150000303983688
SWE,HRV,reciprocal_asymmetry_candidate,3,3,3,2021,2022,3.2693333333333334,0.531333347161611
ESP,SRB,reciprocal_asymmetry_candidate,3,2,2,2016,2022,3.253,3.093000108997027
BIH,NLD,reciprocal_asymmetry_candidate,3,1,1,2017,2017,3.2143333333333337,2.209333294381698
SRB,FIN,reciprocal_asymmetry_candidate,3,2,2,2015,2015,3.326333333333333,3.4836666584014893
LVA,NLD,reciprocal_asymmetry_candidate,3,3,2,2016,2019,3.2086666666666672,1.1619999706745148
UKR,ESP,reciprocal_asymmetry_candidate,3,3,3,2015,2019,3.2129999999999996,2.1893332650264106
EST,SRB,reciprocal_asymmetry_candidate,3,3,3,2015,2020,3.2880000000000003,1.7953333208958309
POL,PRT,reciprocal_asymmetry_candidate,3,3,3,2016,2017,3.1910000000000003,2.628999948501587
POL,SRB,reciprocal_asymmetry_candidate,3,3,3,2016,2021,3.3753333333333333,1.6920000116030376
BGR,NOR,reciprocal_asymmetry_candidate,3,3,3,2015,2015,3.206,3.5273333390553794
BEL,ISL,reciprocal_asymmetry_candidate,3,3,2,2015,2022,3.2516666666666665,2.7103333473205566
NOR,CZE,reciprocal_asymmetry_candidate,3,3,2,2018,2019,3.243,0.9416666825612386
PRT,FIN,reciprocal_asymmetry_candidate,3,3,3,2021,2022,3.2256666666666667,1.5773333211739857
UKR,BGR,reciprocal_asymmetry_candidate,3,2,2,2018,2021,3.3930000000000002,2.0616666674613953
EST,BGR,reciprocal_asymmetry_candidate,3,3,3,2015,2017,3.263,1.197666694720586
ESP,ISL,reciprocal_asymmetry_candidate,3,2,2,2015,2017,3.235333333333333,1.4079999774694443
ITA,LVA,reciprocal_asymmetry_candidate,3,3,3,2015,2021,3.2146666666666666,3.4299999872843423
ESP,NLD,reciprocal_asymmetry_candidate,3,3,3,2016,2018,3.1910000000000003,1.072666694720586
ITA,EST,reciprocal_asymmetry_candidate,3,2,2,2015,2017,3.231333333333333,2.7866667111714682
BGR,FIN,reciprocal_asymmetry_candidate,3,3,3,2015,2019,3.1776666666666666,2.1736666758855185
TUR,NOR,reciprocal_asymmetry_candidate,3,3,3,2016,2020,3.2503333333333337,1.0829999595880508
NOR,EST,reciprocal_asymmetry_candidate,2,2,2,2016,2019,3.1985,1.7134999632835388
FRA,FIN,reciprocal_asymmetry_candidate,2,2,2,2018,2018,3.192,0.5400000065565109
BIH,EST,reciprocal_asymmetry_candidate,2,2,1,2021,2021,3.227,4.229999899864197
CZE,PRT,reciprocal_asymmetry_candidate,2,2,2,2018,2018,3.2359999999999998,2.3315000906586647
ESP,CZE,reciprocal_asymmetry_candidate,2,2,2,2017,2022,3.2415000000000003,1.7950000166893005
FRA,ISL,reciprocal_asymmetry_candidate,2,1,1,2018,2018,3.2095000000000002,1.8509999513626099
EST,HRV,reciprocal_asymmetry_candidate,2,2,2,2016,2017,3.241,3.078499913215637
PRT,LVA,reciprocal_asymmetry_candidate,2,2,2,2021,2021,3.2270000000000003,0.5985000133514404
LVA,AUT,reciprocal_asymmetry_candidate,2,1,1,2018,2018,3.214,0.09649999812245369
BGR,SVN,reciprocal_asymmetry_candidate,2,2,2,2021,2021,3.1895,2.240499973297119
PRT,CZE,reciprocal_asymmetry_candidate,2,2,2,2017,2022,3.2405,1.9345000442117453
PRT,BEL,reciprocal_asymmetry_candidate,2,2,2,2018,2021,3.205,1.1324999779462814
LVA,SVN,reciprocal_asymmetry_candidate,2,2,2,2018,2019,3.233,1.6514999568462372
TUR,FIN,reciprocal_asymmetry_candidate,2,2,2,2015,2019,3.3615,3.4410001039505005
FIN,BGR,reciprocal_asymmetry_candidate,2,2,2,2016,2018,3.198,1.296500027179718
HUN,ISL,reciprocal_asymmetry_candidate,2,2,2,2015,2019,3.207,2.809000015258789
UKR,GRC,reciprocal_asymmetry_candidate,2,2,2,2015,2020,3.2590000000000003,3.9149999618530273
FIN,BIH,reciprocal_asymmetry_candidate,2,2,2,2015,2015,3.259,2.6619999408721924
TUR,PRT,reciprocal_asymmetry_candidate,2,2,2,2016,2019,3.2105,0.8395000100135803
FIN,SRB,reciprocal_asymmetry_candidate,2,2,2,2015,2016,3.2255000000000003,2.068499982357025
ESP,LVA,reciprocal_asymmetry_candidate,2,2,2,2017,2021,3.19,1.208000011742115
BIH,BEL,reciprocal_asymmetry_candidate,2,2,2,2017,2017,3.175,3.23199999332428
NLD,ISL,reciprocal_asymmetry_candidate,2,2,2,2015,2020,3.232,2.4464999437332153
BIH,ISL,reciprocal_asymmetry_candidate,1,1,1,2021,2021,3.239,4.639999866485596
CZE,ISL,reciprocal_asymmetry_candidate,1,1,1,2022,2022,3.2,2.2130000591278076
UKR,NOR,reciprocal_asymmetry_candidate,1,1,1,2017,2017,3.367,2.7249999046325684
BIH,ESP,reciprocal_asymmetry_candidate,1,1,1,2021,2021,3.253,1.1749999523162842
SRB,EST,reciprocal_asymmetry_candidate,1,1,1,2019,2019,3.272,4.923999786376953
EST,BIH,reciprocal_asymmetry_candidate,1,1,1,2022,2022,3.295,1.3609999418258667
UKR,ISL,reciprocal_asymmetry_candidate,1,1,1,2017,2017,3.367,2.7249999046325684
LVA,BIH,reciprocal_asymmetry_candidate,1,1,1,2018,2018,3.337,2.428999900817871
ESP,HRV,reciprocal_asymmetry_candidate,1,1,1,2015,2015,3.215,0.19599999487400055
FIN,SVN,reciprocal_asymmetry_candidate,1,1,1,2016,2016,3.177,2.5739998817443848
TUR,SVN,reciprocal_asymmetry_candidate,1,1,1,2016,2016,3.26,1.3329999446868896
LVA,BGR,reciprocal_asymmetry_candidate,1,1,1,2021,2021,3.166,0.34299999475479126
SWE,SVN,reciprocal_asymmetry_candidate,1,1,1,2016,2016,3.258,1.8040000200271606
PRT,NOR,reciprocal_asymmetry_candidate,1,1,1,2015,2015,3.162,1.8650000095367432
UKR,EST,reciprocal_asymmetry_candidate,1,1,1,2016,2016,3.393,3.7880001068115234
FIN,HRV,reciprocal_asymmetry_candidate,1,1,1,2018,2018,3.267,2.010999917984009
PRT,BIH,reciprocal_asymmetry_candidate,1,1,1,2021,2021,3.163,3.308000087738037
PRT,EST,reciprocal_asymmetry_candidate,1,1,1,2018,2018,3.224,2.7899999618530273
NOR,SVN,reciprocal_asymmetry_candidate,1,1,1,2020,2020,3.187,0.39500001072883606
ITA,ISL,reciprocal_asymmetry_candidate,1,1,1,2017,2017,3.141,3.9809999465942383
FRA,BIH,reciprocal_asymmetry_candidate,1,1,1,2022,2022,3.249,0.1679999977350235
TUR,EST,reciprocal_asymmetry_candidate,1,1,1,2016,2016,3.26,1.3329999446868896
FRA,SVN,reciprocal_asymmetry_candidate,1,1,1,2018,2018,3.2,3.2230000495910645
ESP,SVN,reciprocal_asymmetry_candidate,1,1,1,2022,2022,3.208,2.1679999828338623
EST,PRT,reciprocal_asymmetry_candidate,1,1,1,2015,2015,3.333,0.8880000114440918
FRA,HRV,reciprocal_asymmetry_candidate,1,1,1,2019,2019,3.223,0.6029999852180481
PRT,HRV,reciprocal_asymmetry_candidate,1,1,1,2016,2016,3.201,3.319000005722046
PRT,ISL,reciprocal_asymmetry_candidate,1,1,1,2015,2015,3.162,1.8650000095367432
ISL,BIH,reciprocal_asymmetry_candidate,1,1,1,2021,2021,3.2,3.9489998817443848
EST,ISL,reciprocal_asymmetry_candidate,1,1,1,2016,2016,3.235,2.2669999599456787
TUR,LVA,reciprocal_asymmetry_candidate,1,1,1,2016,2016,3.26,1.3329999446868896
